country,serie,2018,2015,2014,2017,2016,2011,2010,2013,2012,1991,1990,1993,1992,1995,1994,1997,1996,1999,1998,2002,2003,2000,2001,2006,2007,2004,2005,2008,2009
Iraq,Territorial Emissions,205.184,164.88,164.88,186.864,186.864,135.568,109.92,164.88,153.888,43.968,47.632,62.288,58.624,73.28,69.616,69.616,69.616,73.28,73.28,87.936,91.6,73.28,84.272,98.928,62.288,113.584,113.584,91.6,102.592
Burundi,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Territorial Emissions,73.28,73.28,76.944,73.28,69.616,95.264,98.928,80.608,91.6,84.272,84.272,84.272,84.272,87.936,87.936,95.264,87.936,98.928,98.928,106.256,109.92,102.592,106.256,113.584,113.584,109.92,113.584,109.92,102.592
Libya,Territorial Emissions,54.96,54.96,58.624,51.296,51.296,40.304,62.288,54.96,51.296,43.968,36.64,40.304,36.64,43.968,43.968,43.968,43.968,43.968,43.968,47.632,47.632,47.632,47.632,51.296,47.632,51.296,51.296,54.96,58.624
Lithuania,Territorial Emissions,14.656,14.656,14.656,14.656,14.656,14.656,14.656,14.656,14.656,36.64,36.64,14.656,21.984,14.656,14.656,14.656,14.656,14.656,14.656,10.992,10.992,10.992,10.992,14.656,14.656,14.656,14.656,14.656,14.656
Turkmenistan,Territorial Emissions,80.608,69.616,69.616,73.28,69.616,62.288,58.624,65.952,65.952,36.64,40.304,29.312,32.976,32.976,32.976,29.312,29.312,36.64,32.976,40.304,43.968,36.64,36.64,47.632,54.96,47.632,47.632,54.96,51.296
Panama,Territorial Emissions,10.992,10.992,10.992,10.992,10.992,10.992,7.328,10.992,10.992,3.664,3.664,3.664,3.664,3.664,3.664,7.328,3.664,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328
Seychelles,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Territorial Emissions,10065.008,9716.928,9819.52,9837.84,9705.936,9387.168,8500.48,9797.536,9632.656,2539.152,2421.904,2835.936,2656.4,3264.624,3011.808,3414.848,3407.52,3257.296,3264.624,3781.248,4451.76,3348.896,3425.84,6379.024,6862.672,5125.936,5770.8,7375.632,7760.352
Estonia,Territorial Emissions,18.32,14.656,18.32,18.32,18.32,18.32,18.32,18.32,18.32,32.976,36.64,18.32,25.648,18.32,18.32,18.32,18.32,14.656,18.32,14.656,18.32,14.656,14.656,14.656,18.32,18.32,18.32,18.32,14.656
France,Territorial Emissions,337.088,340.752,337.088,348.08,344.416,366.4,388.384,366.4,366.4,425.024,399.376,395.712,414.032,399.376,392.048,406.704,414.032,421.36,425.024,417.696,421.36,417.696,421.36,417.696,406.704,425.024,428.688,399.376,381.056
Australia,Territorial Emissions,421.36,403.04,392.048,417.696,414.032,403.04,406.704,399.376,406.704,278.464,278.464,289.456,285.792,304.112,293.12,322.432,311.44,344.416,333.424,362.736,370.064,351.744,359.072,392.048,399.376,384.72,384.72,406.704,406.704
Liechtenstein,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,Territorial Emissions,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,7.328,10.992,7.328,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,10.992,7.328
Kenya,Territorial Emissions,18.32,14.656,14.656,18.32,18.32,14.656,10.992,10.992,10.992,3.664,7.328,7.328,3.664,7.328,7.328,7.328,7.328,10.992,10.992,7.328,7.328,10.992,10.992,10.992,10.992,7.328,7.328,10.992,10.992
Andorra,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Territorial Emissions,1161.488,1223.776,1264.08,1187.136,1205.456,1264.08,1212.784,1315.376,1304.384,1168.816,1157.824,1172.48,1179.808,1238.432,1227.44,1245.76,1253.088,1242.096,1205.456,1278.736,1286.064,1264.08,1249.424,1267.744,1304.384,1282.4,1289.728,1231.104,1161.488
Tajikistan,Territorial Emissions,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,7.328,10.992,3.664,7.328,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664
Suriname,Territorial Emissions,0.0,0.0,3.664,0.0,0.0,0.0,3.664,3.664,3.664,3.664,0.0,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,0.0,0.0,3.664,3.664,0.0,0.0,0.0,0.0,3.664,3.664
Egypt,Territorial Emissions,238.16,219.84,223.504,238.16,234.496,212.512,197.856,208.848,216.176,76.944,76.944,91.6,80.608,95.264,84.272,106.256,95.264,124.576,120.912,124.576,146.56,139.232,124.576,175.872,186.864,150.224,164.88,194.192,201.52
Croatia,Territorial Emissions,18.32,18.32,18.32,18.32,18.32,21.984,21.984,18.32,18.32,18.32,21.984,18.32,18.32,18.32,14.656,18.32,18.32,18.32,18.32,21.984,21.984,18.32,21.984,21.984,25.648,21.984,21.984,21.984,21.984
Algeria,Territorial Emissions,157.552,150.224,142.896,146.56,146.56,120.912,117.248,131.904,128.24,80.608,76.944,80.608,80.608,95.264,87.936,87.936,95.264,91.6,106.256,87.936,91.6,87.936,84.272,98.928,109.92,87.936,106.256,109.92,120.912
Israel,Territorial Emissions,65.952,65.952,62.288,65.952,62.288,69.616,69.616,65.952,73.28,36.64,36.64,43.968,40.304,51.296,47.632,54.96,51.296,54.96,54.96,58.624,62.288,58.624,62.288,62.288,62.288,58.624,54.96,69.616,62.288
Namibia,Territorial Emissions,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.664,0.0,3.664,3.664,3.664,3.664,3.664,3.664,3.664
Ukraine,Territorial Emissions,223.504,223.504,256.48,223.504,234.496,307.776,293.12,296.784,304.112,633.872,707.152,509.296,589.904,388.384,417.696,340.752,351.744,296.784,329.76,296.784,307.776,285.792,304.112,333.424,337.088,311.44,311.44,326.096,278.464
Slovakia,Territorial Emissions,36.64,32.976,32.976,36.64,36.64,36.64,40.304,36.64,36.64,54.96,62.288,47.632,47.632,43.968,43.968,43.968,43.968,43.968,43.968,40.304,43.968,40.304,43.968,43.968,40.304,43.968,43.968,40.304,36.64
Canada,Territorial Emissions,567.92,575.248,578.912,571.584,564.256,567.92,556.928,578.912,571.584,454.336,461.664,465.328,465.328,494.64,479.984,523.952,509.296,549.6,531.28,571.584,586.24,571.584,564.256,571.584,593.568,586.24,575.248,575.248,542.272
Malawi,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,Territorial Emissions,40.304,43.968,43.968,40.304,43.968,47.632,51.296,43.968,47.632,58.624,58.624,58.624,58.624,58.624,58.624,58.624,62.288,54.96,58.624,54.96,58.624,54.96,54.96,54.96,51.296,54.96,54.96,51.296,47.632
Cameroon,Territorial Emissions,7.328,7.328,7.328,7.328,7.328,7.328,7.328,3.664,7.328,0.0,0.0,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,7.328,3.664,3.664,3.664,7.328
Colombia,Territorial Emissions,98.928,91.6,84.272,91.6,95.264,76.944,76.944,91.6,80.608,54.96,58.624,62.288,62.288,58.624,65.952,65.952,58.624,54.96,65.952,54.96,58.624,54.96,54.96,62.288,62.288,54.96,58.624,65.952,73.28
Nepal,Territorial Emissions,10.992,7.328,7.328,7.328,7.328,3.664,3.664,7.328,7.328,0.0,0.0,0.0,0.0,3.664,0.0,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664
Burma,Territorial Emissions,25.648,21.984,14.656,25.648,25.648,14.656,14.656,14.656,10.992,3.664,3.664,3.664,3.664,7.328,7.328,7.328,7.328,7.328,7.328,7.328,10.992,10.992,7.328,10.992,10.992,10.992,10.992,10.992,10.992
Djibouti,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,Territorial Emissions,106.256,106.256,102.592,106.256,106.256,113.584,117.248,106.256,109.92,150.224,164.88,139.232,142.896,131.904,131.904,131.904,135.568,117.248,124.576,124.576,128.24,128.24,128.24,128.24,128.24,128.24,124.576,124.576,113.584
Gambia,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,Territorial Emissions,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Territorial Emissions,10.992,7.328,7.328,10.992,10.992,3.664,3.664,3.664,3.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664
Eritrea,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,Territorial Emissions,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,3.664,0.0,3.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.664,0.0,0.0,3.664,3.664,3.664,0.0,3.664,0.0
Bulgaria,Territorial Emissions,43.968,47.632,43.968,47.632,43.968,51.296,47.632,43.968,47.632,62.288,76.944,58.624,58.624,58.624,54.96,54.96,58.624,47.632,54.96,47.632,51.296,43.968,47.632,51.296,54.96,51.296,51.296,54.96,43.968
Brazil,Territorial Emissions,458.0,494.64,523.952,465.328,454.336,428.688,410.368,494.64,461.664,216.176,205.184,227.168,219.84,256.48,238.16,296.784,282.128,315.104,307.776,326.096,318.768,322.432,333.424,340.752,355.408,333.424,340.752,381.056,359.072
Somalia,Territorial Emissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
